LAIL81,EVI,NDVI,DVI,SAVI,TVI,bio2
3.555360079,-0.32682699,0.303350002,1,0.455015987,0.303344011,12
2.698709965,-0.281172007,0.266299993,1,0.399443001,0.266294986,13
3.334480047,-0.183357999,0.270150006,1,0.405216992,0.270143986,11
2.849260092,-0.149578005,0.234916002,1,0.352366,0.234910995,8
2.89741993,-0.143187001,0.230394006,1,0.345582992,0.230388999,10
4.096570015,-0.264402986,0.339718014,2,0.509567022,0.339711994,11
3.474179983,-0.244286001,0.319976985,1,0.479956001,0.319970012,12
1.325700045,-0.222600996,0.29183799,1,0.437747985,0.291832,16
0.704330981,-0.102736004,0.179679006,1,0.269511998,0.179674998,13
3.070100069,-0.201109007,0.289407015,1,0.434101999,0.289400995,15
3.545069933,-0.269093007,0.342473,2,0.513700008,0.34246701,11
3.612489939,-0.184600994,0.276322991,1,0.414476007,0.276317,14
3.461899996,-0.119295001,0.207870007,1,0.311798006,0.207865,14
3.36736989,-0.178384006,0.274174988,1,0.411253989,0.274170011,11
4.002530098,-0.376482993,0.42030701,2,0.630448997,0.420300007,11
3.125829935,-0.278059006,0.325230986,1,0.487838,0.325224996,13
2.994309902,-0.243374005,0.340202987,2,0.51029402,0.340196013,16
3.154269934,-0.257479995,0.301939994,1,0.452901006,0.301934004,10
2.962419987,-0.230476007,0.301548988,1,0.452313989,0.301542997,11
2.740329981,-0.186801001,0.221916005,1,0.332866997,0.221910998,12
2.339600086,-0.195240006,0.204630002,1,0.306939006,0.204625994,8
1.255239964,-0.212565005,0.179398,1,0.269091994,0.179395005,10
4.293280125,-0.341901988,0.39932999,2,0.598984003,0.399322987,17
3.461930037,-0.291036993,0.336183012,2,0.504263997,0.336176008,12
4.734920025,-0.254435986,0.344579995,2,0.516858995,0.344572991,10
3.557919979,-0.191735998,0.256283998,1,0.384418994,0.256278992,12
3.341059923,-0.178813994,0.261200011,1,0.391791999,0.261193991,9
3.884660006,-0.248381004,0.322317004,1,0.483465999,0.322310001,11
4.37018013,-0.291063011,0.342761993,2,0.51413399,0.342756003,11
3.829960108,-0.265293002,0.328814,1,0.493212014,0.32880801,18
1.786129951,-0.274980992,0.325751007,1,0.488617986,0.325744987,16
3.926490068,-0.254673988,0.317815006,1,0.476713985,0.317808986,14
3.64715004,-0.199487001,0.285373986,1,0.428052008,0.285367996,12
3.459340096,-0.147983,0.256092995,1,0.384130001,0.256087005,13
4.145530224,-0.187171996,0.297087997,1,0.44562301,0.297082007,15
3.100419998,-0.189788997,0.268063009,1,0.40208599,0.268058002,11
2.954979897,-0.180545002,0.270601004,1,0.405892998,0.270595014,9
4.487539768,-0.260251999,0.311298013,1,0.466939002,0.311291993,9
3.203079939,-0.167875007,0.211138994,1,0.316700995,0.211134002,8
4.492259979,-0.350122005,0.423664987,2,0.635484993,0.423657,11
2.164789915,-0.170711994,0.200648993,1,0.300967991,0.200645,12
1.300109982,-0.140623003,0.180563003,1,0.270839006,0.180558994,14
1.452360034,-0.184780002,0.161219001,1,0.241824001,0.161216006,11
2.925149918,-0.241258994,0.235016003,1,0.352517992,0.235011995,9
1.865569949,-0.246929005,0.210290998,1,0.315430999,0.210287005,10
1.961820006,-0.224939004,0.205421999,1,0.308126986,0.205418006,14
3.034670115,-0.266131997,0.300680012,1,0.451011002,0.300673991,11
2.9454,-0.191033006,0.255326986,1,0.382982999,0.255322009,15
2.693599939,-0.103826001,0.160707995,1,0.241056994,0.160705,10
3.711400032,-0.220390007,0.290048987,1,0.435066015,0.29004401,9
3.75338006,-0.191945001,0.272365004,1,0.40854001,0.272359997,11
3.965189934,-0.242125005,0.311394989,1,0.467083007,0.311388999,10
1.666039944,-0.324189991,0.385374993,2,0.578052998,0.38536799,17
2.438119888,-0.307702988,0.333023012,1,0.499525011,0.333016992,17
3.905410051,-0.292881995,0.322445989,1,0.483660996,0.322441012,14
3.789629936,-0.143225998,0.236398995,1,0.354589999,0.236393005,12
3.108129978,-0.210746005,0.27947101,1,0.419198006,0.27946499,9
4.151100159,-0.170447007,0.25940901,1,0.389104992,0.25940299,11
3.098449945,-0.157686993,0.250476003,1,0.375705004,0.250470012,10
3.468290091,-0.188455999,0.205828995,1,0.308737993,0.205825001,11
3.935659885,-0.289932013,0.30132401,1,0.451977998,0.30131799,11
3.084810019,-0.267802,0.260706007,1,0.391052008,0.260701001,10
3.155179977,-0.247125998,0.327297986,1,0.490936995,0.327291012,10
5.01184988,-0.383374006,0.439440995,2,0.659148991,0.439433008,14
3.662669897,-0.266575992,0.372280985,2,0.558411002,0.372274011,11
2.737730026,-0.207441002,0.254337013,1,0.381498009,0.254332006,11
3.080770016,-0.236163005,0.301784992,1,0.452668995,0.301779002,18
2.697030067,-0.169511005,0.162961006,1,0.244436994,0.162957996,11
3.742110014,-0.309129,0.35225001,2,0.528365016,0.35224399,9
3.370919943,-0.276329011,0.296326011,1,0.444480985,0.296319991,10
3.350490093,-0.29539901,0.325268,1,0.487892985,0.32526201,10
2.205080032,-0.235809997,0.223832995,1,0.33574301,0.223829001,9
4.167329788,-0.253185004,0.365797013,2,0.548684001,0.365788996,16
3.139610052,-0.230175003,0.341854006,2,0.512769997,0.341845989,25
3.516940117,-0.172163993,0.257250994,1,0.385868996,0.257245988,10
4.145209789,-0.223874003,0.296128005,1,0.444184005,0.296122998,11
4.234960079,-0.215187997,0.301400006,1,0.452091992,0.301393986,11
4.221580029,-0.217629999,0.282043993,1,0.42305699,0.282038003,10
4.701499939,-0.295682013,0.346787006,2,0.520170987,0.346780986,14
4.100679874,-0.254507005,0.316599995,1,0.474891007,0.316594005,17
4.11055994,-0.27285099,0.312177002,1,0.468257993,0.312171996,14
4.322649956,-0.253008008,0.346100986,2,0.519141018,0.346094012,9
3.251149893,-0.106193997,0.188930005,1,0.283389002,0.188925996,6
2.953680038,-0.109422997,0.194104001,1,0.29114899,0.194100007,9
4.104469776,-0.128199995,0.207868993,1,0.31179601,0.207864001,11
3.053740025,-0.246378005,0.285829991,1,0.428737015,0.285825014,16
4.261459827,-0.328839004,0.342245996,2,0.51335901,0.342240006,16
3.652029991,-0.280108005,0.26364699,1,0.39546299,0.263642013,12
3.507169962,-0.262611002,0.231643006,1,0.347458005,0.231638998,13
4.920800209,-0.268642992,0.375990987,2,0.563974977,0.375983,7
4.60999012,-0.328992009,0.395534992,2,0.593291998,0.395527989,13
1.182479978,-0.099684298,0.117043003,1,0.175559998,0.117040001,12
2.627389908,-0.26433599,0.328918993,1,0.493369013,0.328913003,11
3.181979895,-0.255998999,0.33919099,2,0.508777022,0.339183986,11
2.366219997,-0.173492998,0.218675002,1,0.328005999,0.218670994,11
2.558310032,-0.221113995,0.274174988,1,0.411253989,0.274168998,10
3.299499989,-0.209216997,0.231102005,1,0.346644998,0.231096998,12
2.323489904,-0.246173993,0.282252014,1,0.423370004,0.282247007,9
2.295289993,-0.288760006,0.236091003,1,0.35413,0.236086994,9
1.114140034,-0.174180001,0.160896003,1,0.241338998,0.160892993,7
3.937299967,-0.248564005,0.352432013,2,0.528638005,0.352425009,14
3.480700016,-0.220581993,0.33236599,1,0.498539001,0.332358986,18
4.043340206,-0.360900015,0.388606012,2,0.582898021,0.388599008,14
3.215159893,-0.242911994,0.306692004,1,0.460029006,0.306686014,21
3.177670002,-0.148095995,0.237189993,1,0.355776995,0.237185001,9
3.221610069,-0.135982007,0.225266993,1,0.337893009,0.225262001,11
4.45950985,-0.231785998,0.295601994,1,0.443394005,0.295596004,10
4.705729961,-0.254806995,0.331057996,1,0.496578008,0.331052005,9
4.843639851,-0.268923998,0.334930003,2,0.50238502,0.334922999,12
3.456530094,-0.136733994,0.224797994,1,0.337190002,0.224793002,17
3.173429966,-0.143193007,0.229907006,1,0.344852,0.229901999,14
4.095769882,-0.301250994,0.349164009,2,0.523736,0.349157006,8
4.019219875,-0.106623001,0.194564998,1,0.291841,0.194561005,7
3.305649996,-0.156491995,0.218066007,1,0.327091992,0.218061998,10
3.672110081,-0.234154001,0.307339013,1,0.460999012,0.307332993,16
3.004679918,-0.225968003,0.251286,1,0.376922011,0.251282007,14
3.853739977,-0.272282004,0.31663999,1,0.474950999,0.316633999,15
2.686450005,-0.243172005,0.297221005,1,0.445823014,0.297215998,14
3.261729956,-0.239749998,0.194635004,1,0.291947991,0.194631994,12
2.393239975,-0.179931,0.239839002,1,0.359750986,0.239833996,8
3.804359913,-0.307089001,0.362320989,2,0.543470979,0.362313986,11
3.704139948,-0.304531991,0.305395007,1,0.458083987,0.305388987,9
3.749530077,-0.34947899,0.389081001,2,0.583611012,0.389073998,9
3.36593008,-0.268756002,0.339040011,2,0.508551002,0.339033991,9
3.276770115,-0.267331004,0.294357985,1,0.441529006,0.294353008,10
4.023180008,-0.371412009,0.418956012,2,0.628422976,0.418947995,10
1.868160009,-0.253026992,0.263756007,1,0.395626992,0.263751,13
2.265789986,-0.201146007,0.241115004,1,0.361665994,0.241109997,11
2.690700054,-0.171464995,0.223059997,1,0.334583014,0.223055005,10
3.012459993,-0.190401003,0.240410998,1,0.360608995,0.240406007,11
3.828809977,-0.284741014,0.298619002,1,0.447921008,0.298613995,9
4.066969872,-0.267192006,0.342601001,2,0.513891995,0.342595011,11
3.556109905,-0.217028007,0.292194009,1,0.438281,0.292187989,12
1.634209991,-0.250369996,0.198599994,1,0.297895014,0.198596001,10
1.073310018,-0.240831003,0.155110002,1,0.232660994,0.155107006,10
2.066859961,-0.264685988,0.188111007,1,0.282162011,0.188107997,6
2.77215004,-0.223908007,0.262347996,1,0.393514991,0.262342989,10
3.859380007,-0.25466001,0.343793988,2,0.515681028,0.343787014,11
4.542049885,-0.276354015,0.381716013,2,0.572562993,0.381709009,14
2.999310017,-0.236820996,0.293740988,1,0.440602988,0.293734998,26
4.818689823,-0.304019004,0.379061997,2,0.568581998,0.379054993,18
3.784810066,-0.208581999,0.284060001,1,0.426081002,0.284054011,12
3.401659966,-0.163076997,0.242847994,1,0.364264995,0.242843002,10
3.176779985,-0.142373994,0.231922999,1,0.347876996,0.231918007,9
3.906709909,-0.184404999,0.251107991,1,0.376655012,0.251103014,9
4.763989925,-0.281100988,0.352827013,2,0.529231012,0.352820009,9
3.647730112,-0.302013993,0.374962986,2,0.562434018,0.374956012,11
3.144520044,-0.108452998,0.194115996,1,0.291166991,0.194111004,15
3.345220089,-0.131497994,0.221799001,1,0.332690001,0.221793994,14
4.446969986,-0.304307997,0.352542996,2,0.528805017,0.352537006,11
4.607880116,-0.188142002,0.268855989,1,0.403275996,0.268849999,9
3.870310068,-0.278889,0.350396007,2,0.525583982,0.350389004,12
3.643529892,-0.285140991,0.291067004,1,0.436592013,0.291061014,13
3.525969982,-0.267470986,0.306082994,1,0.459114999,0.306077003,15
2.627739906,-0.279872,0.248520002,1,0.372774005,0.248515993,14
3.516680002,-0.293467999,0.292701006,1,0.439043999,0.292695999,16
4.31840992,-0.263861001,0.269719988,1,0.404572994,0.269715011,9
4.799709797,-0.273279011,0.346076012,2,0.519105017,0.346069992,10
3.297950029,-0.279008001,0.337985992,2,0.506968975,0.337978989,12
4.17854023,-0.256797999,0.360336989,2,0.540494025,0.360329002,11
3.166369915,-0.326994002,0.291895002,1,0.437835008,0.291889995,10
2.560090065,-0.286872,0.238126993,1,0.357183993,0.238123,8
2.137739897,-0.230005994,0.217327997,1,0.325987011,0.217324004,8
2.005700111,-0.277709007,0.213547006,1,0.320315987,0.213543996,10
1.096680045,-0.277480006,0.229755998,1,0.344628006,0.229752004,11
4.071609974,-0.315982014,0.349460006,2,0.524179995,0.349453002,12
3.526799917,-0.195697993,0.226852,1,0.340270996,0.226846993,10
3.470930099,-0.210170001,0.266225994,1,0.399331003,0.266220987,10
2.945640087,-0.221450999,0.251922011,1,0.377875,0.251917005,10
3.388499975,-0.227666005,0.317005008,1,0.475497991,0.316998988,8
4.107339859,-0.278365999,0.347828001,2,0.521731973,0.347820997,11
3.501760006,-0.186686993,0.220067993,1,0.330094993,0.220063001,9
3.168889999,-0.247073993,0.253488988,1,0.380225986,0.253484011,10
1.435189962,-0.212945998,0.196356997,1,0.294530988,0.196354002,7
3.04189992,-0.253776997,0.227384001,1,0.341069996,0.227379993,6
1.388550043,-0.222739995,0.199424997,1,0.299131989,0.199421003,8
3.959429979,-0.270628005,0.358408988,2,0.537603021,0.358402014,9
3.46062994,-0.206698,0.309157997,1,0.463726997,0.309152007,12
3.775919914,-0.262430012,0.350894004,2,0.526329994,0.350885987,14
3.995069981,-0.282424986,0.390742987,2,0.586103022,0.390735,15
3.744640112,-0.171210006,0.252092004,1,0.378129989,0.252086997,11
3.847079992,-0.171352997,0.259077996,1,0.388608992,0.259072989,11
4.076950073,-0.196265996,0.272749007,1,0.409114987,0.272744,10
4.674039841,-0.224692002,0.302742004,1,0.454104006,0.302736014,9
5.148409843,-0.236230999,0.317505002,1,0.476247996,0.317499012,9
4.007390022,-0.194441006,0.276394993,1,0.414584011,0.276389003,14
3.884759903,-0.156142995,0.253699988,1,0.38054201,0.253693998,13
4.713359833,-0.24007,0.323743999,1,0.485606998,0.323738009,10
2.987260103,-0.118983001,0.151222005,1,0.226829007,0.151218995,10
3.19701004,-0.298249006,0.32140699,1,0.482102007,0.321401,12
3.55776,-0.257001013,0.280528992,1,0.42078501,0.280523986,13
3.320660114,-0.252570987,0.310106009,1,0.465151012,0.310101002,16
3.903340101,-0.269044995,0.298426002,1,0.447631001,0.298420012,14
3.221090078,-0.224294007,0.232817993,1,0.349220008,0.232813001,14
4.13684988,-0.331889987,0.291141003,1,0.43670401,0.291135997,11
2.351249933,-0.169606,0.154357001,1,0.231531993,0.154355004,9
3.324300051,-0.174873993,0.186853006,1,0.280274987,0.186849996,10
2.58010006,-0.087616898,0.160082996,1,0.240118995,0.160079002,10
4.654910088,-0.262883991,0.351182014,2,0.526763022,0.35117501,10
3.440310001,-0.286707014,0.302482992,1,0.453716993,0.302477986,10
3.529809952,-0.299701989,0.313944995,1,0.470910013,0.313939989,11
3.029309988,-0.246190995,0.258955985,1,0.388426989,0.258951008,11
1.464980006,-0.307832003,0.193608999,1,0.290408999,0.193606004,11
3.797470093,-0.276719987,0.278443992,1,0.417659014,0.278439999,11
3.4052701,-0.25958401,0.27787599,1,0.416806996,0.277871013,14
3.432110071,-0.235805005,0.264528006,1,0.396784008,0.264523,11
2.042880058,-0.295269996,0.329156011,1,0.493723989,0.329149008,10
2.641669989,-0.191089004,0.245822996,1,0.368728012,0.245818004,7
2.513370037,-0.203284994,0.224581003,1,0.336865008,0.224576995,6
2.980050087,-0.239547998,0.247075006,1,0.370606005,0.247070998,9
2.95720005,-0.220225006,0.261581987,1,0.392365009,0.26157701,10
2.462110043,-0.221349001,0.230752006,1,0.346121997,0.230747998,8
2.557179928,-0.244982004,0.243852004,1,0.365770996,0.243846998,7
2.453130007,-0.275045007,0.245224997,1,0.367830008,0.245220006,7
1.19975996,-0.210345998,0.191883996,1,0.287820995,0.191881001,8
2.52215004,-0.218444005,0.235534996,1,0.353294998,0.235530004,7
2.94746995,-0.206349999,0.259826005,1,0.389732003,0.259820998,11
3.384929895,-0.251430005,0.331710994,1,0.497556001,0.331703991,13
3.426529884,-0.246362999,0.346219003,2,0.519317985,0.346212,13
3.614470005,-0.242898002,0.352519006,2,0.528768003,0.352512002,15
3.662689924,-0.155964002,0.242700994,1,0.364044011,0.242696002,11
4.300320148,-0.231131002,0.297114015,1,0.445663005,0.297109008,12
4.267320156,-0.211229995,0.284794986,1,0.427183986,0.284788996,11
5.171730042,-0.277848989,0.360468,2,0.540691018,0.360460997,10
4.667600155,-0.262035996,0.327194005,1,0.490781009,0.327187985,14
3.738240004,-0.173625007,0.262192994,1,0.393281013,0.262187004,9
3.621229887,-0.235712007,0.329272002,1,0.493898004,0.329266012,8
3.634150028,-0.197001994,0.216781005,1,0.325165004,0.216775998,10
3.610800028,-0.275902003,0.280972004,1,0.421451002,0.280966997,11
1.96254003,-0.277346998,0.235639006,1,0.353451997,0.235634997,12
2.049770117,-0.208215997,0.232318997,1,0.348470986,0.232314005,14
3.45588994,-0.253565013,0.241685003,1,0.362520009,0.241679996,16
4.417079926,-0.208741993,0.251509994,1,0.377258003,0.251504987,19
5.637720108,-0.386263013,0.397893012,2,0.596828997,0.397886008,12
3.663480043,-0.312014997,0.332650989,1,0.498966992,0.332644999,9
2.668279886,-0.149784997,0.168920994,1,0.253376991,0.168917999,10
3.780440092,-0.210848004,0.266660988,1,0.399984002,0.266656011,11
3.859719992,-0.212084994,0.298896998,1,0.448336005,0.298891008,11
3.83874011,-0.257337987,0.358639002,2,0.537948012,0.358631998,9
2.798449993,-0.236750007,0.238741994,1,0.358105987,0.238738,9
3.880320072,-0.242841005,0.332711011,1,0.499056995,0.332704991,10
4.689960003,-0.308921009,0.353419989,2,0.530120015,0.353412986,10
3.46901989,-0.263599992,0.285854995,1,0.428775012,0.285849988,11
4.762040138,-0.321271002,0.384562999,2,0.57683301,0.384555012,11
3.862410069,-0.362890989,0.381752014,2,0.572616994,0.381745011,11
3.100229979,-0.291678011,0.220996007,1,0.331488997,0.220991999,11
3.770689964,-0.166264996,0.202368006,1,0.303546011,0.202363998,13
1.55388999,-0.153469995,0.163764,1,0.245640993,0.163761005,8
1.574090004,-0.215253994,0.216213003,1,0.324313998,0.216208994,7
2.381609917,-0.226448998,0.262336999,1,0.393498987,0.262331992,7
4.39549017,-0.328673005,0.365372986,2,0.548048973,0.365366012,16
3.633840084,-0.257735014,0.308402985,1,0.462594986,0.308396995,9
2.520179987,-0.182450995,0.204545006,1,0.306811988,0.204540998,8
1.496749997,-0.210005,0.188215002,1,0.282317996,0.188212007,8
2.978919983,-0.215843007,0.227071002,1,0.340600997,0.227066994,7
3.135129929,-0.259220988,0.274453014,1,0.411671013,0.274448007,7
3.010499954,-0.241215006,0.280122995,1,0.420177013,0.280117989,7
2.829639912,-0.229273006,0.245964006,1,0.368939012,0.245958999,9
3.347229958,-0.307949007,0.327859998,1,0.491780996,0.327854007,11
4.082670212,-0.271218002,0.370817006,2,0.556214988,0.370810002,12
3.561009884,-0.233284995,0.35283801,2,0.529245019,0.352829993,16
3.237430096,-0.223639995,0.301138014,1,0.451696992,0.30113101,16
4.047339916,-0.206909999,0.277164996,1,0.415740013,0.277159989,10
4.735010147,-0.249804005,0.339946985,2,0.509909987,0.339940012,12
5.464950085,-0.275833994,0.356617004,2,0.53491497,0.35661,12
5.045790195,-0.273865998,0.343107015,2,0.514651,0.343100995,11
4.213190079,-0.164958999,0.269737989,1,0.404599011,0.269731998,9
3.651329994,-0.206906006,0.274432987,1,0.411641002,0.274426997,9
2.926009893,-0.241588995,0.260372013,1,0.390551001,0.260367006,11
2.521049976,-0.231205001,0.245835006,1,0.368744999,0.245829999,11
2.758209944,-0.192767993,0.207723007,1,0.311578006,0.207718998,12
3.330630064,-0.239669994,0.301099002,1,0.451638997,0.301093012,11
2.38000989,-0.248404995,0.303631008,1,0.455437005,0.303624988,12
3.335380077,-0.367992014,0.27195701,1,0.407929003,0.271952987,17
3.582010031,-0.268218994,0.274246991,1,0.411363006,0.274242014,11
2.45968008,-0.270265996,0.206836998,1,0.310250014,0.206833005,9
4.038340092,-0.272931993,0.321433991,1,0.482142001,0.321428001,10
2.462749958,-0.146126002,0.152415007,1,0.228617996,0.152411997,11
1.563359976,-0.195685998,0.244763002,1,0.367137015,0.244757995,13
2.418270111,-0.249274001,0.262804002,1,0.394199014,0.262798995,11
3.814160109,-0.260329992,0.337577999,2,0.506357014,0.337570995,10
2.968359947,-0.327035993,0.35956201,2,0.539332986,0.359555006,9
3.489890099,-0.257791996,0.289777994,1,0.434659004,0.289772987,9
4.94107008,-0.303580999,0.400797993,2,0.601185977,0.400790006,10
4.051650047,-0.299428999,0.358664989,2,0.537986994,0.358657986,9
3.361310005,-0.267778009,0.32782799,1,0.491733015,0.327822,9
3.061249971,-0.251679003,0.253621012,1,0.380425006,0.253616989,8
